# Data acquisitions by iteration (iter npts x y)
  0.0000000000E+00  1.0000000000E+00       0.0000000000E+00  3.0272099812E+00
  0.0000000000E+00  2.0000000000E+00       5.0000000000E-01  9.0929742683E-01
  0.0000000000E+00  3.0000000000E+00       7.5000000000E-01 -5.9932767166E+00
  0.0000000000E+00  4.0000000000E+00       2.5000000000E-01 -2.1036774620E-01
  0.0000000000E+00  5.0000000000E+00       3.7500000000E-01  2.9964096163E-02
  1.0000000000E+00  6.0000000000E+00       8.3089016236E-01 -2.7400006858E+00
  2.0000000000E+00  7.0000000000E+00       6.9087558951E-01 -4.1985992953E+00
  3.0000000000E+00  8.0000000000E+00       7.3498669603E-01 -5.7742201497E+00
  4.0000000000E+00  9.0000000000E+00       9.9997646932E-01  1.5829271188E+01
  5.0000000000E+00  1.0000000000E+01       7.5905028877E-01 -6.0189981057E+00
  6.0000000000E+00  1.1000000000E+01       1.1524692649E-01 -8.5752892187E-01
  7.0000000000E+00  1.2000000000E+01       1.8118061739E-01 -8.0645860661E-01
  8.0000000000E+00  1.3000000000E+01       9.4936556081E-01  1.2232041783E+01
  9.0000000000E+00  1.4000000000E+01       4.4404799244E-02  9.6117436280E-01
  1.0000000000E+01  1.5000000000E+01       4.3836916686E-01  3.7819481705E-01
